,Memory usage,Prefix-BF,Prefix-QF
0,79207,0.597298,
1,158340,0.357579,
2,237476,0.210335,
3,316608,0.127019,
4,395742,0.0773726,
5,474877,0.0460074,
6,554011,0.028387,
7,633140,0.0184677,
8,712278,0.0108912,
9,791410,0.00705314,
10,870543,0.00419948,
11,949677,0.00280381,
12,1028811,0.00198136,
13,1107944,0.00124614,
14,1187078,0.000672914,
15,1266211,0.000386302,
16,1345345,0.000311534,
17,1424479,0.000199382,
18,1503612,0.000149536,
19,1582746,8.72296e-05,
20,1661880,4.98455e-05,
21,1741012,0.0,
22,1820145,0.0,
23,1899280,0.0,
24,1978414,0.0,
25,524288,,0.242498
26,655360,,0.129561
27,786432,,0.0653474
28,917504,,0.0333342
29,1048576,,0.0172216
30,1179648,,0.00872296
31,1310720,,0.00423687
32,1441792,,0.00213089
33,1572864,,0.00108414
34,1703936,,0.000523378
35,1835008,,0.000286612
36,1966080,,0.000161998
