,Memory usage,Prefix-BF,Prefix-QF
0,90602,0.704783,
1,181125,0.459204,
2,271649,0.310022,
3,362175,0.208601,
4,452701,0.140868,
5,543223,0.095553,
6,633751,0.0643096,
7,724274,0.0442587,
8,814801,0.0296762,
9,905326,0.0198064,
10,995848,0.014149,
11,1086375,0.00904736,
12,1176904,0.00675773,
13,1267425,0.00430139,
14,1357950,0.0026453,
15,1448476,0.0019673,
16,1538999,0.00122262,
17,1629527,0.000889175,
18,1720051,0.000744684,
19,1810574,0.000477932,
20,1901103,0.00018895,
21,1991624,0.000155606,
22,2082149,0.000177835,
23,2172676,4.44588e-05,
24,2263199,3.33441e-05,
25,1048576,,0.204433
26,1310720,,0.108213
27,1572864,,0.0558069
28,1835008,,0.0284314
29,2097152,,0.0143602
30,2359296,,0.00722455
31,2621440,,0.0038568
32,2883584,,0.00187838
33,3145728,,0.000833602
34,3407872,,0.000389014
35,3670016,,0.00018895
36,3932160,,0.000100032
