,Memory usage,Prefix-BF,Prefix-QF
0,96154,0.581881,
1,192206,0.335775,
2,288262,0.190462,
3,384314,0.112352,
4,480370,0.0635636,
5,576423,0.036291,
6,672480,0.021207,
7,768531,0.0128981,
8,864588,0.00679813,
9,960641,0.00472664,
10,1056694,0.0024606,
11,1152747,0.00133903,
12,1248806,0.000732458,
13,1344860,0.000400563,
14,1440912,0.000331895,
15,1536969,0.000194559,
16,1633021,5.72233e-05,
17,1729080,5.72233e-05,
18,1825133,2.28893e-05,
19,1921188,3.4334e-05,
20,2017240,1.14447e-05,
21,2113297,0.0,
22,2209348,0.0,
23,2305404,0.0,
24,2401458,0.0,
25,524288,,0.245683
26,655360,,0.130847
27,786432,,0.0671687
28,917504,,0.0339792
29,1048576,,0.0169038
30,1179648,,0.00865216
31,1310720,,0.00446342
32,1441792,,0.00243771
33,1572864,,0.00115591
34,1703936,,0.000572233
35,1835008,,0.000263227
36,1966080,,0.000125891
