,Memory usage,Prefix-BF,Prefix-QF
0,90602,0.816187,
1,181125,0.574717,
2,271649,0.433927,
3,362175,0.332093,
4,452701,0.247736,
5,543223,0.18628,
6,633751,0.141546,
7,724274,0.106823,
8,814801,0.0812342,
9,905326,0.0640785,
10,995848,0.0470005,
11,1086375,0.0354893,
12,1176904,0.027467,
13,1267425,0.021078,
14,1357950,0.0160668,
15,1448476,0.0125779,
16,1538999,0.00965566,
17,1629527,0.00756675,
18,1720051,0.00533339,
19,1810574,0.00491117,
20,1901103,0.00312226,
21,1991624,0.00275559,
22,2082149,0.00193335,
23,2172676,0.00144446,
24,2263199,0.00112223,
25,1048576,,0.204169
26,1310720,,0.109457
27,1572864,,0.0565117
28,1835008,,0.0284892
29,2097152,,0.0146779
30,2359296,,0.00755564
31,2621440,,0.00392227
32,2883584,,0.00198891
33,3145728,,0.00111112
34,3407872,,0.00054445
35,3670016,,0.000333337
36,3932160,,0.000233336
