,Memory usage,Prefix-BF,Prefix-QF
0,78716,0.522162,
1,157358,0.270989,
2,235999,0.142709,
3,314644,0.0772285,
4,393285,0.0416682,
5,471930,0.021713,
6,550572,0.0118745,
7,629215,0.00632295,
8,707857,0.00379377,
9,786500,0.00163132,
10,865141,0.00117607,
11,943786,0.000518482,
12,1022429,0.000417315,
13,1101069,0.000202334,
14,1179711,0.000101167,
15,1258357,7.58754e-05,
16,1336997,2.52918e-05,
17,1415639,1.26459e-05,
18,1494281,0.0,
19,1572925,0.0,
20,1651567,1.26459e-05,
21,1730209,0.0,
22,1808852,0.0,
23,1887493,1.26459e-05,
24,1966135,0.0,
25,262144,,0.304096
26,327680,,0.166837
27,393216,,0.0876614
28,458752,,0.0450068
29,524288,,0.0223074
30,589824,,0.011394
31,655360,,0.00572859
32,720896,,0.00288327
33,786432,,0.00134047
34,851968,,0.000670233
35,917504,,0.000290856
36,983040,,0.000113813
