,Memory usage,Prefix-BF,Prefix-QF
0,79207,0.665294,
1,158340,0.425354,
2,237476,0.273145,
3,316608,0.179545,
4,395742,0.117793,
5,474877,0.0769464,
6,554011,0.0497565,
7,633140,0.033272,
8,712278,0.0222412,
9,791410,0.015396,
10,870543,0.00966178,
11,949677,0.00636264,
12,1028811,0.00444375,
13,1107944,0.00294005,
14,1187078,0.00209844,
15,1266211,0.00116704,
16,1345345,0.000796732,
17,1424479,0.000437642,
18,1503612,0.000482528,
19,1582746,0.00028054,
20,1661880,0.000168324,
21,1741012,0.000179545,
22,1820145,0.000145881,
23,1899280,5.61079e-05,
24,1978414,2.24432e-05,
25,524288,,0.241589
26,655360,,0.12824
27,786432,,0.0654443
28,917504,,0.0334403
29,1048576,,0.0167987
30,1179648,,0.00840496
31,1310720,,0.00407343
32,1441792,,0.00199744
33,1572864,,0.00104361
34,1703936,,0.000538636
35,1835008,,0.000235653
36,1966080,,0.000157102
