,Memory usage,Prefix-BF,Prefix-QF
0,96154,0.504111,
1,192206,0.255184,
2,288262,0.130342,
3,384314,0.0648154,
4,480370,0.0322244,
5,576423,0.0164344,
6,672480,0.00858946,
7,768531,0.00380025,
8,864588,0.00218903,
9,960641,0.00106674,
10,1056694,0.000700047,
11,1152747,0.000188901,
12,1248806,0.00012223,
13,1344860,7.7783e-05,
14,1440912,0.0,
15,1536969,5.55593e-05,
16,1633021,2.22237e-05,
17,1729080,0.0,
18,1825133,0.0,
19,1921188,0.0,
20,2017240,0.0,
21,2113297,0.0,
22,2209348,0.0,
23,2305404,0.0,
24,2401458,0.0,
25,524288,,0.248717
26,655360,,0.133476
27,786432,,0.0674712
28,917504,,0.0339245
29,1048576,,0.0169234
30,1179648,,0.00830055
31,1310720,,0.00406694
32,1441792,,0.00184457
33,1572864,,0.000866724
34,1703936,,0.00047781
35,1835008,,0.000222237
36,1966080,,0.000166678
