,Memory usage,Prefix-BF,Prefix-QF
0,90602,0.755056,
1,181125,0.506301,
2,271649,0.366353,
3,362175,0.261584,
4,452701,0.187453,
5,543223,0.134345,
6,633751,0.0944611,
7,724274,0.0687196,
8,814801,0.0498943,
9,905326,0.0375909,
10,995848,0.0268046,
11,1086375,0.0203901,
12,1176904,0.0143579,
13,1267425,0.0106311,
14,1357950,0.00751341,
15,1448476,0.00539914,
16,1538999,0.00409714,
17,1629527,0.00303403,
18,1720051,0.00207843,
19,1810574,0.00162452,
20,1901103,0.00142146,
21,1991624,0.00114672,
22,2082149,0.000752535,
23,2172676,0.000561415,
24,2263199,0.00038224,
25,1048576,,0.202301
26,1310720,,0.107684
27,1572864,,0.055389
28,1835008,,0.0274735
29,2097152,,0.0142026
30,2359296,,0.00727451
31,2621440,,0.00355961
32,2883584,,0.00169619
33,3145728,,0.0009556
34,3407872,,0.000441965
35,3670016,,0.000179175
36,3932160,,8.3615e-05
