,Memory usage,Prefix-BF,Prefix-QF
0,56608,0.153422,
1,113141,0.0209778,
2,169671,0.000255556,
3,226203,0.0,
4,282732,0.0,
5,339260,0.0,
6,395793,0.0,
7,452323,0.0,
8,508851,0.0,
9,565382,0.0,
10,621913,0.0,
11,678442,0.0,
12,734973,0.0,
13,791501,0.0,
14,848032,0.0,
15,904561,0.0,
16,961094,0.0,
17,1017624,0.0,
18,1074152,0.0,
19,1130683,0.0,
20,1187216,0.0,
21,1243744,0.0,
22,1300273,0.0,
23,1356804,0.0,
24,1413334,0.0,
25,131072,,0.225767
26,163840,,0.120289
27,196608,,0.0617333
28,229376,,0.0318778
29,262144,,0.0158889
30,294912,,0.00821111
31,327680,,0.00406667
32,360448,,0.00197778
33,393216,,0.00103333
34,425984,,0.000422222
35,458752,,0.000155556
36,491520,,7.77778e-05
