,Memory usage,Prefix-BF,Prefix-QF
0,79207,0.536278,
1,158340,0.285967,
2,237476,0.151022,
3,316608,0.0810667,
4,395742,0.0433111,
5,474877,0.0230111,
6,554011,0.0127778,
7,633140,0.00648889,
8,712278,0.0035,
9,791410,0.00188889,
10,870543,0.000733333,
11,949677,0.000522222,
12,1028811,0.000355556,
13,1107944,0.000188889,
14,1187078,7.77778e-05,
15,1266211,6.66667e-05,
16,1345345,3.33333e-05,
17,1424479,3.33333e-05,
18,1503612,1.11111e-05,
19,1582746,0.0,
20,1661880,0.0,
21,1741012,0.0,
22,1820145,0.0,
23,1899280,0.0,
24,1978414,0.0,
25,524288,,0.243456
26,655360,,0.129844
27,786432,,0.0668222
28,917504,,0.0331556
29,1048576,,0.0163556
30,1179648,,0.00765556
31,1310720,,0.0041
32,1441792,,0.00202222
33,1572864,,0.00107778
34,1703936,,0.000511111
35,1835008,,0.000266667
36,1966080,,0.000111111
