,Memory usage,Prefix-BF,Prefix-QF
0,78716,0.388213,
1,157358,0.141916,
2,235999,0.0532351,
3,314644,0.020234,
4,393285,0.00752247,
5,471930,0.00283343,
6,550572,0.00123337,
7,629215,0.000400013,
8,707857,0.000166672,
9,786500,4.44459e-05,
10,865141,3.33344e-05,
11,943786,0.0,
12,1022429,1.11115e-05,
13,1101069,0.0,
14,1179711,0.0,
15,1258357,0.0,
16,1336997,0.0,
17,1415639,0.0,
18,1494281,0.0,
19,1572925,0.0,
20,1651567,0.0,
21,1730209,0.0,
22,1808852,0.0,
23,1887493,0.0,
24,1966135,0.0,
25,262144,,0.306144
26,327680,,0.16825
27,393216,,0.0894141
28,458752,,0.0456126
29,524288,,0.0232786
30,589824,,0.0115893
31,655360,,0.00614465
32,720896,,0.00312233
33,786432,,0.00171117
34,851968,,0.00104448
35,917504,,0.000588909
36,983040,,0.000322233
