,Memory usage,FPR Prefix-BF,FPR Prefix-BF+Doubting,FPR Prefix-QF,FPR Prefix-QF+Doubting,FPR SuRFReal
0,125002,0.653954,0.216778,,,
1,250002,0.411305,0.0464909,,,
2,375002,0.255815,0.0117253,,,
3,500002,0.165174,0.00402181,,,
4,625002,0.104687,0.00136061,,,
5,750002,0.0662398,0.000820369,,,
6,875002,0.0407183,0.000320144,,,
7,1000002,0.0262118,0.000180081,,,
8,1125002,0.0164374,0.000170077,,,
9,1250002,0.011035,9.00405e-05,,,
10,1375002,0.0071132,4.0018e-05,,,
11,1500002,0.00403181,2.0009e-05,,,
12,1625002,0.00294132,2.0009e-05,,,
13,1750002,0.00160072,2.0009e-05,,,
14,1875002,0.00122055,1.00045e-05,,,
15,2000002,0.000750338,0.0,,,
16,2125002,0.000330149,0.0,,,
17,2250002,0.000320144,0.0,,,
18,2375002,0.000160072,0.0,,,
19,2500002,9.00405e-05,0.0,,,
20,2625002,4.0018e-05,0.0,,,
21,2750002,6.0027e-05,1.00045e-05,,,
22,2875002,2.0009e-05,0.0,,,
23,3000002,0.0,0.0,,,
24,3125002,3.00135e-05,0.0,,,
25,1310720,,,0.117883,0.00170077,
26,1572864,,,0.0605372,0.000490221,
27,1835008,,,0.0312741,0.000210095,
28,2097152,,,0.0161373,0.000130059,
29,2359296,,,0.00836376,7.00315e-05,
30,2621440,,,0.00425191,3.00135e-05,
31,2883584,,,0.002221,2.0009e-05,
32,3145728,,,0.00116052,1.00045e-05,
33,3407872,,,0.000460207,1.00045e-05,
34,3670016,,,0.000270122,1.00045e-05,
35,3932160,,,0.000140063,0.0,
36,164181,,,,,0.197269
37,176685,,,,,0.197269
38,189181,,,,,0.197089
39,201685,,,,,0.197089
40,214181,,,,,0.101196
41,250648,,,,,0.0542444
42,263152,,,,,0.028803
43,275648,,,,,0.0146666
44,288152,,,,,0.00721325
