,Memory usage,Prefix-BF,Prefix-QF
0,92629,0.667032,
1,185168,0.421738,
2,277707,0.271692,
3,370246,0.177188,
4,462782,0.114538,
5,555323,0.0735921,
6,647864,0.0482441,
7,740402,0.0307763,
8,832942,0.0205493,
9,925482,0.0134706,
10,1018017,0.00852883,
11,1110557,0.00586714,
12,1203097,0.00399729,
13,1295638,0.00223238,
14,1388177,0.00167905,
15,1480713,0.00109711,
16,1573254,0.000782286,
17,1665793,0.000343443,
18,1758331,0.000429303,
19,1850870,0.000143101,
20,1943411,7.63206e-05,
21,2035948,8.58607e-05,
22,2128488,5.72404e-05,
23,2221028,2.86202e-05,
24,2313567,0.0,
25,524288,,0.286698
26,655360,,0.15495
27,786432,,0.0815008
28,917504,,0.041299
29,1048576,,0.0209214
30,1179648,,0.0103128
31,1310720,,0.00505624
32,1441792,,0.0024041
33,1572864,,0.00122113
34,1703936,,0.000620105
35,1835008,,0.000286202
36,1966080,,0.000143101
