,Memory usage,Prefix-BF,Prefix-QF
0,92629,0.576637,
1,185168,0.332185,
2,277707,0.192294,
3,370246,0.106079,
4,462782,0.0615766,
5,555323,0.0358568,
6,647864,0.0212377,
7,740402,0.0114462,
8,832942,0.0068368,
9,925482,0.00388207,
10,1018017,0.00237288,
11,1110557,0.00116371,
12,1203097,0.000581855,
13,1295638,0.000309111,
14,1388177,0.000163647,
15,1480713,0.000109098,
16,1573254,7.27319e-05,
17,1665793,5.45489e-05,
18,1758331,3.6366e-05,
19,1850870,9.09149e-06,
20,1943411,9.09149e-06,
21,2035948,0.0,
22,2128488,0.0,
23,2221028,9.09149e-06,
24,2313567,0.0,
25,524288,,0.289073
26,655360,,0.157346
27,786432,,0.0822052
28,917504,,0.0420754
29,1048576,,0.0214923
30,1179648,,0.0106643
31,1310720,,0.00532761
32,1441792,,0.00265471
33,1572864,,0.00134554
34,1703936,,0.000645496
35,1835008,,0.000354568
36,1966080,,0.00024547
