,Memory usage,Prefix-BF,Prefix-QF
0,88621,0.825069,
1,177168,0.585211,
2,265715,0.448382,
3,354264,0.34188,
4,442812,0.260352,
5,531357,0.200121,
6,619908,0.153028,
7,708451,0.119063,
8,797001,0.0923863,
9,885551,0.0708549,
10,974098,0.0566507,
11,1062645,0.0432779,
12,1151194,0.0329574,
13,1239740,0.02564,
14,1328286,0.0201227,
15,1416834,0.016376,
16,1505385,0.012414,
17,1593930,0.0101151,
18,1682479,0.00757168,
19,1771027,0.00566409,
20,1859576,0.00490105,
21,1948122,0.00372715,
22,2036669,0.00316954,
23,2125218,0.00241629,
24,2213765,0.00212281,
25,1048576,,0.242998
26,1310720,,0.129061
27,1572864,,0.0662865
28,1835008,,0.0335052
29,2097152,,0.0169531
30,2359296,,0.00854993
31,2621440,,0.00458801
32,2883584,,0.0024652
33,3145728,,0.00125216
34,3407872,,0.000626082
35,3670016,,0.000332606
36,3932160,,0.000176086
