,Memory usage,Prefix-BF,Prefix-QF
0,88621,0.88251,
1,177168,0.660906,
2,265715,0.515376,
3,354264,0.417209,
4,442812,0.33691,
5,531357,0.26701,
6,619908,0.216205,
7,708451,0.173683,
8,797001,0.14033,
9,885551,0.112782,
10,974098,0.0916534,
11,1062645,0.0739088,
12,1151194,0.0602672,
13,1239740,0.0485541,
14,1328286,0.0388073,
15,1416834,0.0319251,
16,1505385,0.0252508,
17,1593930,0.0201647,
18,1682479,0.0167519,
19,1771027,0.0140387,
20,1859576,0.0114579,
21,1948122,0.00912279,
22,2036669,0.00754403,
23,2125218,0.00614489,
24,2213765,0.0054075,
25,1048576,,0.241485
26,1310720,,0.128646
27,1572864,,0.0665728
28,1835008,,0.0340143
29,2097152,,0.0168559
30,2359296,,0.00831923
31,2621440,,0.00426361
32,2883584,,0.00224052
33,3145728,,0.00125734
34,3407872,,0.000586128
35,3670016,,0.000302518
36,3932160,,0.00017962
