,Memory usage,Prefix-BF,Prefix-QF
0,88621,0.777832,
1,177168,0.52733,
2,265715,0.395388,
3,354264,0.279865,
4,442812,0.203657,
5,531357,0.149597,
6,619908,0.109428,
7,708451,0.0785191,
8,797001,0.0572611,
9,885551,0.0429708,
10,974098,0.0310638,
11,1062645,0.0213035,
12,1151194,0.015964,
13,1239740,0.0121708,
14,1328286,0.00867786,
15,1416834,0.00601264,
16,1505385,0.00462091,
17,1593930,0.00326557,
18,1682479,0.00261973,
19,1771027,0.00175558,
20,1859576,0.00128258,
21,1948122,0.00100969,
22,2036669,0.00056397,
23,2125218,0.000536681,
24,2213765,0.000409333,
25,1048576,,0.242771
26,1310720,,0.130923
27,1572864,,0.067831
28,1835008,,0.0344749
29,2097152,,0.0173193
30,2359296,,0.00879611
31,2621440,,0.00451176
32,2883584,,0.00235594
33,3145728,,0.00123709
34,3407872,,0.000664029
35,3670016,,0.000345659
36,3932160,,0.000163733
