,Memory usage,Splash y=0.7,Splash y=0.8,Splash y=0.9,Splash y=1.0,SuRF Base,FST
0,217875,0.0,,,,,
1,159131,0.0,,,,,
2,147692,0.0,,,,,
3,147183,0.0,,,,,
4,147163,0.0,,,,,
5,147158,0.0,,,,,
6,147158,0.0,,,,,
7,147158,0.0,,,,,
8,147158,0.0,,,,,
9,147158,0.0,,,,,
10,147158,0.0,,,,,
0,217875,,0.0,,,,
1,159131,,0.0,,,,
2,148916,,0.0,,,,
3,148441,,0.0,,,,
4,148429,,0.0,,,,
5,148429,,0.0,,,,
6,148429,,0.0,,,,
7,148429,,0.0,,,,
8,148429,,0.0,,,,
9,148429,,0.0,,,,
10,148429,,0.0,,,,
0,217875,,,0.0,,,
1,159131,,,0.0,,,
2,149076,,,0.0,,,
3,148761,,,0.0,,,
4,148747,,,0.0,,,
5,148747,,,0.0,,,
6,148747,,,0.0,,,
7,148747,,,0.0,,,
8,148747,,,0.0,,,
9,148747,,,0.0,,,
10,148747,,,0.0,,,
0,217875,,,,0.0,,
1,159131,,,,0.0,,
2,149076,,,,0.0,,
3,148761,,,,0.0,,
4,148747,,,,0.0,,
5,148747,,,,0.0,,
6,148747,,,,0.0,,
7,148747,,,,0.0,,
8,148747,,,,0.0,,
9,148747,,,,0.0,,
10,148747,,,,0.0,,
0,196547,,,,,0.0,
0,246245,,,,,,0.0
