,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,1.0,,,,
1,75034,1.0,,,,
2,137534,0.999958,,,,
3,200034,0.999495,,,,
4,262534,0.997684,,,,
5,325034,0.996209,,,,
6,387534,0.994356,,,,
7,450034,0.993682,,,,
0,455130,,0.0,,,
1,454998,,0.00202165,,,
2,391145,,0.979868,,,
3,344088,,0.982058,,,
4,294806,,0.9829,,,
5,252005,,0.984711,,,
6,218673,,0.985933,,,
7,188207,,0.987365,,,
8,159976,,0.988586,,,
9,134055,,0.989976,,,
10,118678,,0.990524,,,
11,114445,,0.990692,,,
12,110386,,0.990818,,,
13,109223,,0.990818,,,
14,108911,,0.990818,,,
15,108658,,0.990818,,,
16,108308,,0.990818,,,
17,108036,,0.990818,,,
18,108036,,0.990818,,,
19,108036,,0.990818,,,
0,112747,,,0.982479,,
0,685961,,,,0.655477,
1,623610,,,,0.663943,
2,571652,,,,0.677421,
3,527687,,,,0.686013,
4,490002,,,,0.698058,
5,457342,,,,0.706692,
6,428765,,,,0.715074,
7,403550,,,,0.723118,
8,381136,,,,0.73508,
9,361082,,,,0.738407,
0,455580,,,,,0.00703365
