,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,0.877781,,,,
1,75034,0.0330759,,,,
2,137534,0.00648311,,,,
3,200034,0.00272131,,,,
4,262534,0.00130062,,,,
5,325034,0.00122059,,,,
6,387534,0.000540259,,,,
7,450034,0.000340163,,,,
0,454531,,0.0,,,
1,454359,,0.0,,,
2,390450,,0.0,,,
3,343378,,0.0,,,
4,293946,,2.00096e-05,,,
5,251209,,2.00096e-05,,,
6,217964,,2.00096e-05,,,
7,187577,,2.00096e-05,,,
8,159639,,2.00096e-05,,,
9,133684,,6.00288e-05,,,
10,118392,,0.000100048,,,
11,114180,,0.000180086,,,
12,110222,,0.000360173,,,
13,109101,,0.000640307,,,
14,108693,,0.00316152,,,
15,108486,,0.00622299,,,
16,108340,,0.00974468,,,
17,108140,,0.0140668,,,
18,108140,,0.0140668,,,
19,108140,,0.0140668,,,
0,112826,,,0.0139267,,
0,685440,,,,0.000880423,
1,623136,,,,0.000980471,
2,571217,,,,0.000920442,
3,527286,,,,0.000900432,
4,489630,,,,0.000960461,
5,456995,,,,0.00108052,
6,428439,,,,0.00106051,
7,403243,,,,0.00112054,
8,380847,,,,0.00142068,
9,360808,,,,0.00108052,
0,454955,,,,,0.0
