,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,1.0,,,,
1,75034,0.995623,,,,
2,137534,0.953878,,,,
3,200034,0.851128,,,,
4,262534,0.740579,,,,
5,325034,0.662342,,,,
6,387534,0.615942,,,,
7,450034,0.588603,,,,
0,453284,,0.0,,,
1,453115,,0.000397947,,,
2,389307,,0.199252,,,
3,342348,,0.329739,,,
4,293421,,0.458554,,,
5,250660,,0.562657,,,
6,217288,,0.638426,,,
7,187285,,0.700585,,,
8,159251,,0.752955,,,
9,133353,,0.797246,,,
10,118221,,0.820009,,,
11,114183,,0.82554,,,
12,110096,,0.830594,,,
13,108985,,0.831589,,,
14,108602,,0.831907,,,
15,108423,,0.832027,,,
16,108272,,0.832027,,,
17,108072,,0.832027,,,
18,108000,,0.832027,,,
19,108000,,0.832027,,,
0,112834,,,0.818178,,
0,683357,,,,0.633372,
1,621243,,,,0.640654,
2,569482,,,,0.652234,
3,525683,,,,0.651916,
4,488142,,,,0.659955,
5,455606,,,,0.666879,
6,427138,,,,0.673206,
7,402018,,,,0.676907,
8,379690,,,,0.684269,
9,359712,,,,0.68797,
0,453686,,,,,0.00393967
