,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,0.861829,,,,
1,75034,0.0236219,,,,
2,137534,0.00308025,,,,
3,200034,0.00104008,,,,
4,262534,0.000480038,,,,
5,325034,0.000340027,,,,
6,387534,0.000260021,,,,
7,450034,0.000200016,,,,
0,453284,,0.0,,,
1,453115,,0.0,,,
2,389307,,0.0,,,
3,342348,,0.0,,,
4,293421,,0.0,,,
5,250660,,0.0,,,
6,217288,,0.0,,,
7,187285,,0.0,,,
8,159251,,0.0,,,
9,133353,,0.0,,,
10,118221,,4.00032e-05,,,
11,114183,,8.00064e-05,,,
12,110096,,0.000280022,,,
13,108985,,0.000860069,,,
14,108602,,0.00310025,,,
15,108423,,0.00546044,,,
16,108272,,0.00926074,,,
17,108072,,0.013061,,,
18,108000,,0.050524,,,
19,108000,,0.050524,,,
0,112834,,,0.050504,,
0,683357,,,,0.000480038,
1,621243,,,,0.000540043,
2,569482,,,,0.000580046,
3,525683,,,,0.000580046,
4,488142,,,,0.000560045,
5,455606,,,,0.00062005,
6,427138,,,,0.000580046,
7,402018,,,,0.000540043,
8,379690,,,,0.000540043,
9,359712,,,,0.000600048,
0,453686,,,,,2.00016e-05
