,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,0.843387,,,,
1,75034,0.0741683,,,,
2,137534,0.0282825,,,,
3,200034,0.0149992,,,,
4,262534,0.00985142,,,,
5,325034,0.00672238,,,,
6,387534,0.00534964,,,,
7,450034,0.0046229,,,,
0,454644,,0.00627826,,,
1,454485,,0.00627826,,,
2,390599,,0.0216408,,,
3,343555,,0.0277576,,,
4,294043,,0.0576147,,,
5,251203,,0.0981912,,,
6,218303,,0.138404,,,
7,187716,,0.197392,,,
8,159761,,0.26621,,,
9,133910,,0.359698,,,
10,118378,,0.443253,,,
11,114221,,0.469658,,,
12,110213,,0.498668,,,
13,109037,,0.509064,,,
14,108758,,0.511386,,,
15,108612,,0.512859,,,
16,108261,,0.5129,,,
17,108125,,0.51294,,,
18,108125,,0.51294,,,
19,108125,,0.51294,,,
0,112632,,,0.499879,,
0,685511,,,,0.010235,
1,623201,,,,0.0108406,
2,571277,,,,0.0106993,
3,527340,,,,0.0109617,
4,489681,,,,0.0110425,
5,457042,,,,0.0112443,
6,428484,,,,0.0117894,
7,403285,,,,0.0116481,
8,380886,,,,0.0116481,
9,360845,,,,0.0119307,
0,455029,,,,,0.012395
