,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,0.871369,,,,
1,75034,0.139051,,,,
2,137534,0.0843658,,,,
3,200034,0.0662947,,,,
4,262534,0.0546029,,,,
5,325034,0.0429316,,,,
0,454531,,0.00635871,,,
1,454359,,0.00635871,,,
2,390450,,0.0209427,,,
3,343378,,0.0257836,,,
4,293946,,0.0546849,,,
5,251209,,0.0968576,,,
6,217964,,0.134579,,,
7,187577,,0.192915,,,
8,159639,,0.263538,,,
9,133684,,0.361298,,,
10,118392,,0.445459,,,
11,114180,,0.472637,,,
12,110222,,0.502072,,,
13,109101,,0.511323,,,
14,108693,,0.515179,,,
15,108486,,0.516574,,,
16,108340,,0.516697,,,
17,108140,,0.516717,,,
18,108140,,0.516717,,,
19,108140,,0.516717,,,
0,112826,,,0.502502,,
0,685440,,,,0.0340294,
1,623136,,,,0.0360601,
2,571217,,,,0.0377215,
3,527286,,,,0.0373728,
4,489630,,,,0.0396086,
5,456995,,,,0.0405112,
6,428439,,,,0.0416803,
7,403243,,,,0.0421521,
8,380847,,,,0.0445725,
9,360808,,,,0.0448187,
0,454955,,,,,0.0133533
