,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,1.0,,,,
1,75034,1.0,,,,
2,137534,1.0,,,,
3,200034,1.0,,,,
4,262534,1.0,,,,
5,325034,1.0,,,,
6,387534,1.0,,,,
7,450034,1.0,,,,
0,454531,,0.0,,,
1,454359,,0.00263247,,,
2,390450,,0.981827,,,
3,343378,,0.983865,,,
4,293946,,0.984757,,,
5,251209,,0.98654,,,
6,217964,,0.987559,,,
7,187577,,0.988918,,,
8,159639,,0.989852,,,
9,133684,,0.990447,,,
10,118392,,0.990956,,,
11,114180,,0.990999,,,
12,110222,,0.991253,,,
13,109101,,0.991253,,,
14,108693,,0.991338,,,
15,108486,,0.991338,,,
16,108340,,0.991338,,,
17,108140,,0.991338,,,
18,108140,,0.991338,,,
19,108140,,0.991338,,,
0,112826,,,0.984163,,
0,685440,,,,0.433424,
1,623136,,,,0.453932,
2,571217,,,,0.477624,
3,527286,,,,0.506666,
4,489630,,,,0.527938,
5,456995,,,,0.543691,
6,428439,,,,0.561566,
7,403243,,,,0.582159,
8,380847,,,,0.594811,
9,360808,,,,0.612347,
0,454955,,,,,0.00743037
