,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,0.847434,,,,
1,75034,0.0152406,,,,
2,137534,0.000800032,,,,
3,200034,0.000200008,,,,
4,262534,4.00016e-05,,,,
5,325034,2.00008e-05,,,,
6,387534,0.0,,,,
7,450034,2.00008e-05,,,,
0,454644,,0.0,,,
1,454485,,0.0,,,
2,390599,,0.0,,,
3,343555,,0.0,,,
4,294043,,0.0,,,
5,251203,,0.0,,,
6,218303,,0.0,,,
7,187716,,0.0,,,
8,159761,,0.0,,,
9,133910,,2.00008e-05,,,
10,118378,,4.00016e-05,,,
11,114221,,0.000100004,,,
12,110213,,0.000360014,,,
13,109037,,0.000780031,,,
14,108758,,0.00168007,,,
15,108612,,0.00328013,,,
16,108261,,0.0105004,,,
17,108125,,0.0135205,,,
18,108125,,0.0135205,,,
19,108125,,0.0135205,,,
0,112632,,,0.0135205,,
0,685511,,,,0.000140006,
1,623201,,,,0.000120005,
2,571277,,,,0.000120005,
3,527340,,,,0.000100004,
4,489681,,,,0.000120005,
5,457042,,,,0.000140006,
6,428484,,,,0.000120005,
7,403285,,,,0.000100004,
8,380886,,,,0.000100004,
9,360845,,,,0.000140006,
0,455029,,,,,0.0
