,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,1.0,,,,
1,75034,0.897245,,,,
2,137534,0.654884,,,,
3,200034,0.43626,,,,
4,262534,0.293762,,,,
5,325034,0.210304,,,,
6,387534,0.169103,,,,
7,450034,0.14694,,,,
0,454644,,0.0,,,
1,454485,,0.00251481,,,
2,390599,,0.971421,,,
3,343555,,0.974617,,,
4,294043,,0.975581,,,
5,251203,,0.977578,,,
6,218303,,0.979223,,,
7,187716,,0.981127,,,
8,159761,,0.982725,,,
9,133910,,0.983971,,,
10,118378,,0.984629,,,
11,114221,,0.98477,,,
12,110213,,0.984864,,,
13,109037,,0.984935,,,
14,108758,,0.984935,,,
15,108612,,0.984935,,,
16,108261,,0.984935,,,
17,108125,,0.984935,,,
18,108125,,0.984935,,,
19,108125,,0.984935,,,
0,112632,,,0.975087,,
0,685511,,,,0.18894,
1,623201,,,,0.192465,
2,571277,,,,0.197683,
3,527340,,,,0.207977,
4,489681,,,,0.213688,
5,457042,,,,0.21585,
6,428484,,,,0.2241,
7,403285,,,,0.232984,
8,380886,,,,0.233666,
9,360845,,,,0.241257,
0,455029,,,,,0.00385447
