,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,0.999948,,,,
1,75034,0.903192,,,,
2,137534,0.679671,,,,
3,200034,0.470559,,,,
4,262534,0.33743,,,,
5,325034,0.260051,,,,
6,387534,0.221271,,,,
7,450034,0.199746,,,,
0,454644,,0.0,,,
1,454485,,0.000362188,,,
2,390599,,0.180654,,,
3,343555,,0.292725,,,
4,294043,,0.41398,,,
5,251203,,0.509598,,,
6,218303,,0.576344,,,
7,187716,,0.632224,,,
8,159761,,0.67817,,,
9,133910,,0.717364,,,
10,118378,,0.740208,,,
11,114221,,0.745253,,,
12,110213,,0.750349,,,
13,109037,,0.751617,,,
14,108758,,0.752005,,,
15,108612,,0.752238,,,
16,108261,,0.75229,,,
17,108125,,0.75229,,,
18,108125,,0.75229,,,
19,108125,,0.75229,,,
0,112632,,,0.738475,,
0,685511,,,,0.239561,
1,623201,,,,0.243157,
2,571277,,,,0.249521,
3,527340,,,,0.255989,
4,489681,,,,0.261655,
5,457042,,,,0.264397,
6,428484,,,,0.271925,
7,403285,,,,0.277332,
8,380886,,,,0.283722,
9,360845,,,,0.286568,
0,455029,,,,,0.00214726
