,Memory usage,RangeBF,LilRosetta p=0.2,LilRosetta p=0.5,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,SuRF Base,FST
0,12534,0.966924,,,,,,,,
1,25034,0.856816,,,,,,,,
2,37534,0.699456,,,,,,,,
3,50034,0.556128,,,,,,,,
4,62534,0.46449,,,,,,,,
5,75034,0.40378,,,,,,,,
6,87534,0.361397,,,,,,,,
7,100034,0.33634,,,,,,,,
0,503577,,0.00214777,,,,,,,
1,1510482,,0.0,,,,,,,
2,2517384,,0.0,,,,,,,
3,3524295,,0.0,,,,,,,
4,4531192,,0.0,,,,,,,
0,321251,,,0.00214777,,,,,,
1,963517,,,0.0,,,,,,
2,1605773,,,0.0,,,,,,
3,2248040,,,0.0,,,,,,
4,2890302,,,0.0,,,,,,
0,138934,,,,0.00300687,,,,,
1,416553,,,,0.0,,,,,
2,694172,,,,0.0,,,,,
3,971791,,,,0.0,,,,,
4,1249406,,,,0.0,,,,,
0,127484,,,,,0.0,,,,
1,114286,,,,,0.999714,,,,
2,84608,,,,,0.999714,,,,
3,71493,,,,,1.0,,,,
4,46248,,,,,1.0,,,,
5,28385,,,,,1.0,,,,
6,24703,,,,,1.0,,,,
7,23079,,,,,1.0,,,,
8,23005,,,,,1.0,,,,
9,22925,,,,,1.0,,,,
10,22925,,,,,1.0,,,,
0,22925,,,,,,1.0,,,
1,22925,,,,,,1.0,,,
2,22929,,,,,,0.999427,,,
3,22949,,,,,,0.998139,,,
4,23147,,,,,,0.992841,,,
5,23907,,,,,,0.978952,,,
6,26972,,,,,,0.930842,,,
7,37148,,,,,,0.800974,,,
8,60863,,,,,,0.550258,,,
9,92066,,,,,,0.28193,,,
10,113299,,,,,,0.100659,,,
11,123415,,,,,,0.024055,,,
12,126020,,,,,,0.00515464,,,
13,126740,,,,,,0.000859107,,,
14,127336,,,,,,0.000143184,,,
0,22903,,,,,,,0.999714,,
0,22903,,,,,,,0.999714,,
1,24167,,,,,,,0.999714,,
2,25415,,,,,,,0.999714,,
3,26663,,,,,,,0.999714,,
4,27911,,,,,,,0.999714,,
5,29159,,,,,,,0.99957,,
6,30407,,,,,,,0.998998,,
7,31655,,,,,,,0.998711,,
8,32903,,,,,,,0.998711,,
0,22903,,,,,,,,0.999714,
0,127452,,,,,,,,,0.0
