,Memory usage,RangeBF,LilRosetta p=0.2,LilRosetta p=0.5,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,SuRF Base,FST
0,12534,0.164582,,,,,,,,
1,25034,0.0959426,,,,,,,,
2,37534,0.0655934,,,,,,,,
3,50034,0.0492766,,,,,,,,
4,62534,0.0399217,,,,,,,,
5,75034,0.0368759,,,,,,,,
6,87534,0.0360057,,,,,,,,
7,100034,0.0341564,,,,,,,,
0,501917,,0.0365495,,,,,,,
1,1505359,,0.000326335,,,,,,,
2,2508802,,0.000326335,,,,,,,
3,3512248,,0.000326335,,,,,,,
4,4515686,,0.000326335,,,,,,,
0,316997,,,0.0365495,,,,,,
1,950605,,,0.000326335,,,,,,
2,1584220,,,0.000326335,,,,,,
3,2217821,,,0.000326335,,,,,,
4,2851434,,,0.000326335,,,,,,
0,132084,,,,0.18612,,,,,
1,395855,,,,0.000326335,,,,,
2,659631,,,,0.000326335,,,,,
3,923404,,,,0.000326335,,,,,
4,1187171,,,,0.000326335,,,,,
0,90179,,,,,0.033395,,,,
1,78667,,,,,0.0665724,,,,
2,58430,,,,,0.139128,,,,
3,49358,,,,,0.187208,,,,
4,35799,,,,,0.280975,,,,
5,27469,,,,,0.367018,,,,
6,25198,,,,,0.401827,,,,
7,23343,,,,,0.43631,,,,
8,23158,,,,,0.442402,,,,
9,23129,,,,,0.443381,,,,
10,23129,,,,,0.443381,,,,
0,23129,,,,,,0.443381,,,
1,23129,,,,,,0.443381,,,
2,24003,,,,,,0.433373,,,
3,25795,,,,,,0.41227,,,
4,29075,,,,,,0.38736,,,
5,33801,,,,,,0.351246,,,
6,40274,,,,,,0.306429,,,
7,48283,,,,,,0.258566,,,
8,58175,,,,,,0.201023,,,
9,67711,,,,,,0.15142,,,
10,76605,,,,,,0.106168,,,
11,83578,,,,,,0.0720113,,,
12,87990,,,,,,0.0487327,,,
13,89950,,,,,,0.0357881,,,
14,90179,,,,,,0.033395,,,
0,25365,,,,,,,0.422604,,
0,25365,,,,,,,0.422604,,
1,26629,,,,,,,0.422604,,
2,27877,,,,,,,0.422604,,
3,29125,,,,,,,0.409986,,
4,30373,,,,,,,0.409986,,
5,31629,,,,,,,0.348852,,
6,32877,,,,,,,0.285217,,
7,34125,,,,,,,0.253454,,
8,35373,,,,,,,0.23148,,
0,25365,,,,,,,,0.422604,
0,90806,,,,,,,,,0.0415534
