,Memory usage,RangeBF,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,CHaREQ,Layered CHaREQ h=4 b=0,Layered CHaREQ h=4 b=1,Layered CHaREQ h=4 b=2,Layered CHaREQ h=6 b=0,Layered CHaREQ h=6 b=1,Layered CHaREQ h=6 b=2,SuRF Base,FST
0,12534,0.987885,,,,,,,,,,,,
1,25034,0.918846,,,,,,,,,,,,
2,37534,0.829038,,,,,,,,,,,,
3,50034,0.783077,,,,,,,,,,,,
4,62534,0.755,,,,,,,,,,,,
5,75034,0.744423,,,,,,,,,,,,
6,87534,0.741731,,,,,,,,,,,,
7,100034,0.738077,,,,,,,,,,,,
0,74939,,0.0,,,,,,,,,,,
1,73328,,0.0234615,,,,,,,,,,,
2,70086,,0.0571154,,,,,,,,,,,
3,51686,,0.336154,,,,,,,,,,,
4,47549,,0.385,,,,,,,,,,,
5,25949,,0.735962,,,,,,,,,,,
6,19625,,0.793462,,,,,,,,,,,
7,18601,,0.801154,,,,,,,,,,,
8,17985,,0.807692,,,,,,,,,,,
9,17909,,0.807692,,,,,,,,,,,
10,17909,,0.807692,,,,,,,,,,,
0,17909,,,0.807692,,,,,,,,,,
1,17909,,,0.807692,,,,,,,,,,
2,17909,,,0.807692,,,,,,,,,,
3,17909,,,0.807692,,,,,,,,,,
4,17912,,,0.8075,,,,,,,,,,
5,17935,,,0.806923,,,,,,,,,,
6,18087,,,0.803846,,,,,,,,,,
7,18939,,,0.791731,,,,,,,,,,
8,21420,,,0.756154,,,,,,,,,,
9,31146,,,0.607692,,,,,,,,,,
10,47769,,,0.366731,,,,,,,,,,
11,62011,,,0.165,,,,,,,,,,
12,70902,,,0.0471154,,,,,,,,,,
13,74126,,,0.00942308,,,,,,,,,,
14,74783,,,0.00134615,,,,,,,,,,
0,60033,,,,0.126154,,,,,,,,,
0,69584,,,,,0.795,,,,,,,,
1,65704,,,,,0.802692,,,,,,,,
2,62461,,,,,0.803846,,,,,,,,
3,59692,,,,,0.817308,,,,,,,,
4,57289,,,,,0.818462,,,,,,,,
5,55204,,,,,0.820577,,,,,,,,
6,53405,,,,,0.827115,,,,,,,,
7,51785,,,,,0.826923,,,,,,,,
8,50299,,,,,0.832115,,,,,,,,
9,49020,,,,,0.8375,,,,,,,,
0,71349,,,,,,0.794038,,,,,,,
1,67579,,,,,,0.792308,,,,,,,
2,64438,,,,,,0.804038,,,,,,,
3,61779,,,,,,0.808654,,,,,,,
4,59501,,,,,,0.815192,,,,,,,
5,57526,,,,,,0.815769,,,,,,,
6,55799,,,,,,0.824231,,,,,,,
7,54274,,,,,,0.826923,,,,,,,
8,52919,,,,,,0.834808,,,,,,,
9,51706,,,,,,0.838654,,,,,,,
0,64438,,,,,,,0.837115,,,,,,
1,60668,,,,,,,0.839423,,,,,,
2,57527,,,,,,,0.845962,,,,,,
3,54868,,,,,,,0.850769,,,,,,
4,52590,,,,,,,0.856346,,,,,,
5,50615,,,,,,,0.855769,,,,,,
6,48887,,,,,,,0.862692,,,,,,
7,47363,,,,,,,0.866923,,,,,,
8,46008,,,,,,,0.874038,,,,,,
9,44795,,,,,,,0.876154,,,,,,
0,57527,,,,,,,,0.900769,,,,,
1,53757,,,,,,,,0.902885,,,,,
2,50615,,,,,,,,0.908654,,,,,
3,47957,,,,,,,,0.91,,,,,
4,45678,,,,,,,,0.917308,,,,,
5,43704,,,,,,,,0.9125,,,,,
6,41976,,,,,,,,0.916154,,,,,
7,40452,,,,,,,,0.921731,,,,,
8,39096,,,,,,,,0.924038,,,,,
9,37884,,,,,,,,0.926154,,,,,
0,76291,,,,,,,,,0.798462,,,,
1,72821,,,,,,,,,0.805962,,,,
2,69929,,,,,,,,,0.802115,,,,
3,67482,,,,,,,,,0.807115,,,,
4,65384,,,,,,,,,0.816538,,,,
5,63566,,,,,,,,,0.820962,,,,
6,61976,,,,,,,,,0.828462,,,,
7,60572,,,,,,,,,0.834038,,,,
8,59325,,,,,,,,,0.827308,,,,
9,58209,,,,,,,,,0.837692,,,,
0,69929,,,,,,,,,,0.844423,,,
1,66458,,,,,,,,,,0.848654,,,
2,63566,,,,,,,,,,0.843654,,,
3,61120,,,,,,,,,,0.848654,,,
4,59022,,,,,,,,,,0.856154,,,
5,57204,,,,,,,,,,0.859808,,,
6,55614,,,,,,,,,,0.865769,,,
7,54210,,,,,,,,,,0.870192,,,
8,52963,,,,,,,,,,0.868654,,,
9,51847,,,,,,,,,,0.878654,,,
0,63567,,,,,,,,,,,0.901923,,
1,60096,,,,,,,,,,,0.909231,,
2,57204,,,,,,,,,,,0.901923,,
3,54757,,,,,,,,,,,0.906923,,
4,52660,,,,,,,,,,,0.912308,,
5,50842,,,,,,,,,,,0.915962,,
6,49252,,,,,,,,,,,0.913654,,
7,47848,,,,,,,,,,,0.923077,,
8,46601,,,,,,,,,,,0.921923,,
9,45484,,,,,,,,,,,0.928077,,
0,60033,,,,0.126154,,,,,,,,,
1,61289,,,,0.126154,,,,,,,,,
2,62537,,,,0.126154,,,,,,,,,
3,63785,,,,0.125,,,,,,,,,
4,65033,,,,0.125,,,,,,,,,
5,66289,,,,0.121154,,,,,,,,,
6,67537,,,,0.118654,,,,,,,,,
7,68785,,,,0.116538,,,,,,,,,
8,70033,,,,0.115192,,,,,,,,,
0,60033,,,,,,,,,,,,0.126154,
0,74907,,,,,,,,,,,,,0.0
