,Memory usage,RangeBF,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,CHaREQ,Layered CHaREQ h=4 b=0,Layered CHaREQ h=4 b=1,Layered CHaREQ h=4 b=2,Layered CHaREQ h=6 b=0,Layered CHaREQ h=6 b=1,Layered CHaREQ h=6 b=2,SuRF Base,FST
5,50615,,,,,,,0.0186653,,,,,,
6,48887,,,,,,,0.0179629,,,,,,
7,47363,,,,,,,0.0186653,,,,,,
8,46008,,,,,,,0.0190667,,,,,,
9,44795,,,,,,,0.0189664,,,,,,
0,57527,,,,,,,,0.0238836,,,,,
1,53757,,,,,,,,0.0235825,,,,,
2,50615,,,,,,,,0.0240843,,,,,
3,47957,,,,,,,,0.0230808,,,,,
4,45678,,,,,,,,0.0245861,,,,,
5,43704,,,,,,,,0.0246864,,,,,
6,41976,,,,,,,,0.0244857,,,,,
7,40452,,,,,,,,0.0250878,,,,,
8,39096,,,,,,,,0.0265931,,,,,
9,37884,,,,,,,,0.0269945,,,,,
0,76291,,,,,,,,,0.0133467,,,,
1,72821,,,,,,,,,0.0133467,,,,
2,69929,,,,,,,,,0.0132464,,,,
3,67482,,,,,,,,,0.0132464,,,,
4,65384,,,,,,,,,0.0134471,,,,
5,63566,,,,,,,,,0.0132464,,,,
6,61976,,,,,,,,,0.0132464,,,,
7,60572,,,,,,,,,0.0133467,,,,
8,59325,,,,,,,,,0.0132464,,,,
9,58209,,,,,,,,,0.0134471,,,,
0,69929,,,,,,,,,,0.0133467,,,
1,66458,,,,,,,,,,0.0134471,,,
2,63566,,,,,,,,,,0.0132464,,,
3,61120,,,,,,,,,,0.0133467,,,
4,59022,,,,,,,,,,0.0134471,,,
5,57204,,,,,,,,,,0.0132464,,,
6,55614,,,,,,,,,,0.0132464,,,
7,54210,,,,,,,,,,0.0134471,,,
8,52963,,,,,,,,,,0.0133467,,,
9,51847,,,,,,,,,,0.0134471,,,
0,63567,,,,,,,,,,,0.0134471,,
1,60096,,,,,,,,,,,0.0136478,,
2,57204,,,,,,,,,,,0.0134471,,
3,54757,,,,,,,,,,,0.0135474,,
4,52660,,,,,,,,,,,0.0136478,,
5,50842,,,,,,,,,,,0.0135474,,
6,49252,,,,,,,,,,,0.0135474,,
7,47848,,,,,,,,,,,0.0136478,,
8,46601,,,,,,,,,,,0.0135474,,
9,45484,,,,,,,,,,,0.0135474,,
0,60033,,,,0.0139488,,,,,,,,,
1,61289,,,,0.0139488,,,,,,,,,
2,62537,,,,0.0139488,,,,,,,,,
3,63785,,,,0.0138485,,,,,,,,,
4,65033,,,,0.0138485,,,,,,,,,
5,66289,,,,0.0106372,,,,,,,,,
6,67537,,,,0.00461616,,,,,,,,,
7,68785,,,,0.00240843,,,,,,,,,
8,70033,,,,0.00140492,,,,,,,,,
0,60033,,,,,,,,,,,,0.0139488,
0,74907,,,,,,,,,,,,,0.0
