,Memory usage,RangeBF,Range KR-BF
0,12534,0.902447,
1,137534,0.00533069,
2,262534,0.000950124,
3,387534,0.000400052,
4,512534,0.000250033,
5,637534,0.000190025,
6,762534,0.000190025,
7,887534,0.000160021,
0,12534,,0.977847
1,137534,,0.0125816
2,262534,,0.0015302
3,387534,,0.000820107
4,512534,,0.000550072
5,637534,,0.000570074
6,762534,,0.000520068
7,887534,,0.000530069
