,Memory usage,RangeBF,Range KR-BF
0,12534,0.993432,
1,137534,0.155006,
2,262534,0.100642,
3,387534,0.0767009,
4,512534,0.0572743,
5,637534,0.0434424,
6,762534,0.035751,
7,887534,0.0318678,
0,12534,,0.997989
1,137534,,0.170732
2,262534,,0.110804
3,387534,,0.087377
4,512534,,0.0755135
5,637534,,0.0672229
6,762534,,0.0624733
7,887534,,0.0588789
