,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,1.0,,,,
1,75034,1.0,,,,
2,137534,1.0,,,,
3,200034,1.0,,,,
4,262534,1.0,,,,
5,325034,1.0,,,,
6,387534,1.0,,,,
7,450034,1.0,,,,
0,867988,,0.0,,,
1,867649,,0.00259495,,,
2,741397,,0.975251,,,
3,624196,,0.977718,,,
4,529116,,0.979004,,,
5,448245,,0.981428,,,
6,387408,,0.983015,,,
7,333855,,0.984559,,,
8,285972,,0.985824,,,
9,245031,,0.986596,,,
10,223218,,0.987175,,,
11,217586,,0.987304,,,
12,212442,,0.987325,,,
13,211074,,0.987325,,,
14,210718,,0.987325,,,
15,210516,,0.987325,,,
16,210098,,0.987325,,,
17,209826,,0.987325,,,
18,209826,,0.987325,,,
19,209826,,0.987325,,,
0,220878,,,0.977653,,
0,1280229,,,,0.43325,
1,1163854,,,,0.45714,
2,1066875,,,,0.481374,
3,984816,,,,0.502863,
4,914479,,,,0.520384,
5,853521,,,,0.538528,
6,800183,,,,0.556821,
7,753119,,,,0.5758,
8,711285,,,,0.594415,
9,673855,,,,0.610993,
0,869231,,,,,0.00971498
