,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,1.0,,,,
1,75034,0.99979,,,,
2,137534,0.996402,,,,
3,200034,0.980058,,,,
4,262534,0.945289,,,,
5,325034,0.891191,,,,
6,387534,0.83172,,,,
7,450034,0.765489,,,,
0,868583,,0.0,,,
1,868213,,0.00262988,,,
2,741798,,0.971362,,,
3,624117,,0.973701,,,
4,529257,,0.975266,,,
5,448526,,0.977944,,,
6,387144,,0.979864,,,
7,333534,,0.981639,,,
8,285892,,0.983269,,,
9,245239,,0.984414,,,
10,223374,,0.985092,,,
11,217757,,0.985157,,,
12,212548,,0.985189,,,
13,211173,,0.985189,,,
14,210813,,0.985189,,,
15,210670,,0.985189,,,
16,210180,,0.985189,,,
17,209980,,0.985189,,,
18,209980,,0.985189,,,
19,209980,,0.985189,,,
0,221093,,,0.973911,,
0,1280999,,,,0.607228,
1,1164554,,,,0.613763,
2,1067517,,,,0.62375,
3,985408,,,,0.627993,
4,915029,,,,0.633624,
5,854034,,,,0.643449,
6,800664,,,,0.646612,
7,753572,,,,0.653775,
8,711713,,,,0.660794,
9,674260,,,,0.667231,
0,869777,,,,,0.00730881
