,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,1.0,,,,
1,75034,1.0,,,,
2,137534,1.0,,,,
3,200034,1.0,,,,
4,262534,1.0,,,,
5,325034,1.0,,,,
6,387534,1.0,,,,
7,450034,1.0,,,,
0,867988,,0.0,,,
1,867649,,0.000393534,,,
2,741397,,0.220651,,,
3,624196,,0.363716,,,
4,529116,,0.505691,,,
5,448245,,0.61697,,,
6,387408,,0.688472,,,
7,333855,,0.749712,,,
8,285972,,0.797602,,,
9,245031,,0.833081,,,
10,223218,,0.850245,,,
11,217586,,0.853848,,,
12,212442,,0.856451,,,
13,211074,,0.857026,,,
14,210718,,0.857208,,,
15,210516,,0.857268,,,
16,210098,,0.857268,,,
17,209826,,0.857268,,,
18,209826,,0.857268,,,
19,209826,,0.857268,,,
0,220878,,,0.843162,,
0,1280229,,,,0.43988,
1,1163854,,,,0.459587,
2,1066875,,,,0.482624,
3,984816,,,,0.505631,
4,914479,,,,0.525035,
5,853521,,,,0.546588,
6,800183,,,,0.560725,
7,753119,,,,0.580644,
8,711285,,,,0.597324,
9,673855,,,,0.610644,
0,869231,,,,,0.00880911
