,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,1.0,,,,
1,75034,0.98182,,,,
2,137534,0.901013,,,,
3,200034,0.779597,,,,
4,262534,0.644261,,,,
5,325034,0.520428,,,,
6,387534,0.415467,,,,
7,450034,0.334601,,,,
0,869736,,0.0,,,
1,869407,,0.00264075,,,
2,719123,,0.96229,,,
3,625278,,0.964966,,,
4,529890,,0.966703,,,
5,449131,,0.969262,,,
6,387898,,0.971562,,,
7,333880,,0.973968,,,
8,285762,,0.976257,,,
9,244968,,0.977935,,,
10,222987,,0.978498,,,
11,217493,,0.978663,,,
12,212380,,0.978757,,,
13,211009,,0.978757,,,
14,210608,,0.978757,,,
15,210398,,0.978757,,,
16,209974,,0.978757,,,
17,209838,,0.978757,,,
18,209838,,0.978757,,,
19,209838,,0.978757,,,
0,221094,,,0.964966,,
0,1281643,,,,0.188315,
1,1165139,,,,0.194582,
2,1068053,,,,0.19889,
3,985903,,,,0.204946,
4,915489,,,,0.211941,
5,854464,,,,0.217375,
6,801066,,,,0.222492,
7,753951,,,,0.22971,
8,712071,,,,0.233642,
9,674599,,,,0.239217,
0,870974,,,,,0.00524629
