,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,0.993114,,,,
1,75034,0.25095,,,,
2,137534,0.125894,,,,
3,200034,0.0871613,,,,
4,262534,0.0687298,,,,
5,325034,0.0569496,,,,
6,387534,0.0483571,,,,
7,450034,0.0404798,,,,
0,868583,,0.00789775,,,
1,868213,,0.00789775,,,
2,741798,,0.0288835,,,
3,624117,,0.038232,,,
4,529257,,0.0747579,,,
5,448526,,0.124944,,,
6,387144,,0.173659,,,
7,333534,,0.242082,,,
8,285892,,0.315603,,,
9,245239,,0.403184,,,
10,223374,,0.466999,,,
11,217757,,0.486217,,,
12,212548,,0.505946,,,
13,211173,,0.51222,,,
14,210813,,0.513926,,,
15,210670,,0.514467,,,
16,210180,,0.514529,,,
17,209980,,0.514529,,,
18,209980,,0.514529,,,
19,209980,,0.514529,,,
0,221093,,,0.49861,,
0,1280999,,,,0.0430749,
1,1164554,,,,0.0430953,
2,1067517,,,,0.0435347,
3,985408,,,,0.0440966,
4,915029,,,,0.0441988,
5,854034,,,,0.0444236,
6,800664,,,,0.0444338,
7,753572,,,,0.045149,
8,711713,,,,0.0449548,
9,674260,,,,0.0455168,
0,869777,,,,,0.017185
