,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,1.0,,,,
1,75034,1.0,,,,
2,137534,1.0,,,,
3,200034,1.0,,,,
4,262534,1.0,,,,
5,325034,0.999767,,,,
6,387534,0.999133,,,,
7,450034,0.998499,,,,
0,869888,,0.0,,,
1,869563,,0.00241076,,,
2,743068,,0.973038,,,
3,625835,,0.9753,,,
4,530527,,0.976696,,,
5,449642,,0.979022,,,
6,388229,,0.980777,,,
7,334331,,0.982744,,,
8,286085,,0.984394,,,
9,244961,,0.985662,,,
10,223107,,0.986233,,,
11,217389,,0.98636,,,
12,212200,,0.986424,,,
13,210800,,0.986424,,,
14,210424,,0.986424,,,
15,210270,,0.986424,,,
16,209791,,0.986424,,,
17,209655,,0.986424,,,
18,209519,,0.986424,,,
19,209519,,0.986424,,,
0,220527,,,0.975639,,
0,1283483,,,,0.659512,
1,1166812,,,,0.670128,
2,1069587,,,,0.681737,
3,987319,,,,0.689541,
4,916804,,,,0.699141,
5,855690,,,,0.708784,
6,802216,,,,0.71553,
7,755034,,,,0.725469,
8,713093,,,,0.733653,
9,675568,,,,0.742451,
0,871006,,,,,0.00818389
