,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,0.956586,,,,
1,75034,0.153099,,,,
2,137534,0.0266485,,,,
3,200034,0.0144046,,,,
4,262534,0.00610195,,,,
5,325034,0.00351112,,,,
6,387534,0.00263084,,,,
7,450034,0.00178057,,,,
0,869888,,0.0,,,
1,869563,,0.0,,,
2,743068,,0.0,,,
3,625835,,0.0,,,
4,530527,,0.0,,,
5,449642,,0.0,,,
6,388229,,0.0,,,
7,334331,,0.0,,,
8,286085,,2.00064e-05,,,
9,244961,,4.00128e-05,,,
10,223107,,0.000110035,,,
11,217389,,0.000130042,,,
12,212200,,0.000380122,,,
13,210800,,0.000760243,,,
14,210424,,0.00172055,,,
15,210270,,0.0037612,,,
16,209791,,0.0140645,,,
17,209655,,0.0169554,,,
18,209519,,0.090779,,,
19,209519,,0.090779,,,
0,220527,,,0.0907891,,
0,1283483,,,,0.00137044,
1,1166812,,,,0.00138044,
2,1069587,,,,0.00137044,
3,987319,,,,0.00141045,
4,916804,,,,0.00146047,
5,855690,,,,0.00153049,
6,802216,,,,0.00144046,
7,755034,,,,0.0015705,
8,713093,,,,0.00151048,
9,675568,,,,0.00144046,
0,871006,,,,,0.0
