,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,0.992388,,,,
1,75034,0.30288,,,,
2,137534,0.169938,,,,
3,200034,0.124253,,,,
4,262534,0.104637,,,,
5,325034,0.0925295,,,,
6,387534,0.084565,,,,
7,450034,0.0763933,,,,
0,867988,,0.00878274,,,
1,867649,,0.00878274,,,
2,741397,,0.0302321,,,
3,624196,,0.0393152,,,
4,529116,,0.0770354,,,
5,448245,,0.12794,,,
6,387408,,0.175085,,,
7,333855,,0.241018,,,
8,285972,,0.312927,,,
9,245031,,0.402929,,,
10,223218,,0.467505,,,
11,217586,,0.487049,,,
12,212442,,0.507265,,,
13,211074,,0.513065,,,
14,210718,,0.514992,,,
15,210516,,0.515737,,,
16,210098,,0.515841,,,
17,209826,,0.515882,,,
18,209826,,0.515882,,,
19,209826,,0.515882,,,
0,220878,,,0.500999,,
0,1280229,,,,0.0444212,
1,1163854,,,,0.0451669,
2,1066875,,,,0.046938,
3,984816,,,,0.0491751,
4,914479,,,,0.0511843,
5,853521,,,,0.05135,
6,800183,,,,0.0536182,
7,753119,,,,0.0545193,
8,711285,,,,0.056891,
9,673855,,,,0.0570671,
0,869231,,,,,0.0188083
