,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,0.990939,,,,
1,75034,0.138729,,,,
2,137534,0.0245834,,,,
3,200034,0.00810113,,,,
4,262534,0.00304043,,,,
5,325034,0.00155022,,,,
6,387534,0.00110015,,,,
7,450034,0.000710099,,,,
0,868583,,0.0,,,
1,868213,,0.0,,,
2,741798,,0.0,,,
3,624117,,0.0,,,
4,529257,,0.0,,,
5,448526,,0.0,,,
6,387144,,1.00014e-05,,,
7,333534,,1.00014e-05,,,
8,285892,,1.00014e-05,,,
9,245239,,6.00084e-05,,,
10,223374,,0.000100014,,,
11,217757,,0.000170024,,,
12,212548,,0.000400056,,,
13,211173,,0.000650091,,,
14,210813,,0.00130018,,,
15,210670,,0.00368052,,,
16,210180,,0.014242,,,
17,209980,,0.0188026,,,
18,209980,,0.0188026,,,
19,209980,,0.0188026,,,
0,221093,,,0.0188026,,
0,1280999,,,,0.000690097,
1,1164554,,,,0.000730102,
2,1067517,,,,0.000700098,
3,985408,,,,0.000740104,
4,915029,,,,0.000770108,
5,854034,,,,0.000750105,
6,800664,,,,0.000790111,
7,753572,,,,0.000820115,
8,711713,,,,0.000820115,
9,674260,,,,0.000820115,
0,869777,,,,,0.0
