,Memory usage,RangeBF,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,CHaREQ,Layered CHaREQ h=4 b=0,Layered CHaREQ h=4 b=1,Layered CHaREQ h=4 b=2,Layered CHaREQ h=6 b=0,Layered CHaREQ h=6 b=1,Layered CHaREQ h=6 b=2,SuRF Base,FST
3,1263103,,,,,0.230503,,,,,,,,
4,1218835,,,,,0.237863,,,,,,,,
5,1180374,,,,,0.241365,,,,,,,,
6,1146811,,,,,0.247128,,,,,,,,
7,1116982,,,,,0.254121,,,,,,,,
8,1090386,,,,,0.256795,,,,,,,,
9,1066666,,,,,0.264663,,,,,,,,
0,1575936,,,,,,0.21356,,,,,,,
1,1511197,,,,,,0.222316,,,,,,,
2,1457248,,,,,,0.226741,,,,,,,
3,1411600,,,,,,0.232965,,,,,,,
4,1372472,,,,,,0.23655,,,,,,,
5,1338561,,,,,,0.245246,,,,,,,
6,1308890,,,,,,0.249116,,,,,,,
7,1282709,,,,,,0.254689,,,,,,,
8,1259437,,,,,,0.260131,,,,,,,
9,1238614,,,,,,0.266604,,,,,,,
0,1457249,,,,,,,0.259279,,,,,,
1,1392510,,,,,,,0.269053,,,,,,
2,1338561,,,,,,,0.274271,,,,,,
3,1292913,,,,,,,0.282565,,,,,,
4,1253785,,,,,,,0.286198,,,,,,
5,1219874,,,,,,,0.295522,,,,,,
6,1190203,,,,,,,0.300254,,,,,,
7,1164022,,,,,,,0.306088,,,,,,
8,1140750,,,,,,,0.313033,,,,,,
9,1119927,,,,,,,0.319636,,,,,,
0,1338562,,,,,,,,0.345974,,,,,
1,1273823,,,,,,,,0.356114,,,,,
2,1219874,,,,,,,,0.361758,,,,,
3,1174225,,,,,,,,0.371993,,,,,
4,1135098,,,,,,,,0.376371,,,,,
5,1101187,,,,,,,,0.386582,,,,,
6,1071516,,,,,,,,0.393019,,,,,
7,1045335,,,,,,,,0.398888,,,,,
8,1022062,,,,,,,,0.406827,,,,,
9,1001240,,,,,,,,0.41621,,,,,
0,1800372,,,,,,,,,0.211004,,,,
1,1749235,,,,,,,,,0.214755,,,,
2,1706622,,,,,,,,,0.220198,,,,
3,1670564,,,,,,,,,0.225747,,,,
4,1639658,,,,,,,,,0.231426,,,,
5,1612872,,,,,,,,,0.236562,,,,
6,1589435,,,,,,,,,0.241129,,,,
7,1568755,,,,,,,,,0.246134,,,,
8,1550372,,,,,,,,,0.250618,,,,
9,1533925,,,,,,,,,0.254972,,,,
0,1706622,,,,,,,,,,0.251683,,,
1,1655486,,,,,,,,,,0.256452,,,
2,1612872,,,,,,,,,,0.262024,,,
3,1576815,,,,,,,,,,0.268201,,,
4,1545908,,,,,,,,,,0.274578,,,
5,1519122,,,,,,,,,,0.280246,,,
6,1495685,,,,,,,,,,0.28647,,,
7,1475005,,,,,,,,,,0.291037,,,
8,1456623,,,,,,,,,,0.296409,,,
9,1440175,,,,,,,,,,0.30255,,,
0,1612872,,,,,,,,,,,0.327125,,
1,1561736,,,,,,,,,,,0.331858,,
2,1519122,,,,,,,,,,,0.339691,,
3,1483065,,,,,,,,,,,0.346566,,
4,1452158,,,,,,,,,,,0.353772,,
5,1425373,,,,,,,,,,,0.361522,,
6,1401935,,,,,,,,,,,0.36868,,
7,1381255,,,,,,,,,,,0.373342,,
8,1362873,,,,,,,,,,,0.379542,,
9,1346425,,,,,,,,,,,0.387174,,
0,164031,,,,0.976111,,,,,,,,,
1,176535,,,,0.976111,,,,,,,,,
2,189031,,,,0.971271,,,,,,,,,
3,201535,,,,0.971271,,,,,,,,,
4,214031,,,,0.943927,,,,,,,,,
5,250526,,,,0.931397,,,,,,,,,
6,263030,,,,0.924439,,,,,,,,,
7,275526,,,,0.91992,,,,,,,,,
8,288022,,,,0.91792,,,,,,,,,
0,164031,,,,,,,,,,,,0.976111,
0,1415776,,,,,,,,,,,,,1.18322e-05
