,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,Layered CHaREQ h=14 b=5,Layered CHaREQ h=14 b=6,SuRF Real,SuRF Base,FST
0,12534,0.998422,,,,,,,,,,
1,25034,0.924242,,,,,,,,,,
2,37534,0.690446,,,,,,,,,,
3,50034,0.430661,,,,,,,,,,
4,62534,0.282828,,,,,,,,,,
5,75034,0.204545,,,,,,,,,,
6,87534,0.165614,,,,,,,,,,
7,100034,0.150568,,,,,,,,,,
0,55719,,0.356376,,,,,,,,,
1,83483,,0.0841751,,,,,,,,,
2,111254,,0.0154672,,,,,,,,,
3,139016,,0.00315657,,,,,,,,,
4,166775,,0.00094697,,,,,,,,,
5,194541,,0.000105219,,,,,,,,,
0,75133,,,0.0,,,,,,,,
1,73393,,,0.132155,,,,,,,,
2,69929,,,0.132155,,,,,,,,
3,52277,,,0.494844,,,,,,,,
4,48194,,,0.494844,,,,,,,,
5,26233,,,0.823443,,,,,,,,
6,19883,,,0.823443,,,,,,,,
7,18911,,,0.823443,,,,,,,,
8,18041,,,0.833544,,,,,,,,
9,18032,,,0.833544,,,,,,,,
10,18032,,,0.833544,,,,,,,,
0,18032,,,,0.833544,,,,,,,
1,18032,,,,0.833544,,,,,,,
2,18032,,,,0.833544,,,,,,,
3,18032,,,,0.833544,,,,,,,
4,18035,,,,0.833439,,,,,,,
5,18074,,,,0.832702,,,,,,,
6,18200,,,,0.829651,,,,,,,
7,18870,,,,0.816919,,,,,,,
8,21143,,,,0.780093,,,,,,,
9,31291,,,,0.609954,,,,,,,
10,47427,,,,0.367319,,,,,,,
11,62503,,,,0.159722,,,,,,,
12,70818,,,,0.0532407,,,,,,,
13,74284,,,,0.00936448,,,,,,,
14,74951,,,,0.00210438,,,,,,,
0,69545,,,,,0.150673,,,,,,
1,64951,,,,,0.153935,,,,,,
2,62194,,,,,0.156671,,,,,,
3,60356,,,,,0.161827,,,,,,
4,59044,,,,,0.166351,,,,,,
5,58059,,,,,0.171191,,,,,,
0,64332,,,,,,0.150673,,,,,
1,59738,,,,,,0.153935,,,,,
2,56981,,,,,,0.156671,,,,,
3,55143,,,,,,0.161827,,,,,
4,53831,,,,,,0.166351,,,,,
5,52846,,,,,,0.171191,,,,,
0,59120,,,,,,,0.150673,,,,
1,54526,,,,,,,0.153935,,,,
2,51769,,,,,,,0.156671,,,,
3,49931,,,,,,,0.161827,,,,
4,48619,,,,,,,0.166351,,,,
5,47634,,,,,,,0.171191,,,,
0,53907,,,,,,,,0.150673,,,
1,49313,,,,,,,,0.153935,,,
2,46556,,,,,,,,0.156671,,,
3,44718,,,,,,,,0.161827,,,
4,43406,,,,,,,,0.166351,,,
5,42421,,,,,,,,0.171191,,,
0,59201,,,,,,,,,0.132155,,
1,60465,,,,,,,,,0.132155,,
2,61713,,,,,,,,,0.132155,,
3,62961,,,,,,,,,0.132155,,
4,64209,,,,,,,,,0.132155,,
5,65465,,,,,,,,,0.132155,,
6,66713,,,,,,,,,0.132155,,
7,67961,,,,,,,,,0.132155,,
8,69209,,,,,,,,,0.132155,,
0,59201,,,,,,,,,,0.132155,
0,75101,,,,,,,,,,,0.0
