,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,Layered CHaREQ h=14 b=5,Layered CHaREQ h=14 b=6,SuRF Real,SuRF Base,FST
0,12534,1.0,,,,,,,,,,
1,25034,0.996416,,,,,,,,,,
2,37534,0.94948,,,,,,,,,,
3,50034,0.829017,,,,,,,,,,
4,62534,0.674104,,,,,,,,,,
5,75034,0.525896,,,,,,,,,,
6,87534,0.392023,,,,,,,,,,
7,100034,0.299075,,,,,,,,,,
0,53317,,0.856763,,,,,,,,,
1,79887,,0.524971,,,,,,,,,
2,106455,,0.268439,,,,,,,,,
3,133019,,0.11526,,,,,,,,,
4,159583,,0.0449711,,,,,,,,,
5,186145,,0.0187283,,,,,,,,,
0,127694,,,0.0,,,,,,,,
1,114478,,,1.0,,,,,,,,
2,84665,,,1.0,,,,,,,,
3,71513,,,1.0,,,,,,,,
4,46255,,,1.0,,,,,,,,
5,28460,,,1.0,,,,,,,,
6,24751,,,1.0,,,,,,,,
7,23008,,,1.0,,,,,,,,
8,22934,,,1.0,,,,,,,,
9,22925,,,1.0,,,,,,,,
10,22925,,,1.0,,,,,,,,
0,22925,,,,1.0,,,,,,,
1,22925,,,,1.0,,,,,,,
2,22929,,,,0.999538,,,,,,,
3,22961,,,,0.998844,,,,,,,
4,23081,,,,0.995376,,,,,,,
5,23849,,,,0.980347,,,,,,,
6,27101,,,,0.932486,,,,,,,
7,38091,,,,0.790058,,,,,,,
8,60090,,,,0.551445,,,,,,,
9,91884,,,,0.28,,,,,,,
10,112970,,,,0.103121,,,,,,,
11,122940,,,,0.0283237,,,,,,,
12,126206,,,,0.00554913,,,,,,,
13,126926,,,,0.000809249,,,,,,,
14,127694,,,,0.0,,,,,,,
0,97923,,,,,0.176647,,,,,,
1,94799,,,,,0.189942,,,,,,
2,92924,,,,,0.200347,,,,,,
3,91673,,,,,0.211676,,,,,,
4,90780,,,,,0.22185,,,,,,
5,90111,,,,,0.234798,,,,,,
0,87478,,,,,,0.176647,,,,,
1,84354,,,,,,0.189942,,,,,
2,82479,,,,,,0.200347,,,,,
3,81228,,,,,,0.211676,,,,,
4,80335,,,,,,0.22185,,,,,
5,79666,,,,,,0.234798,,,,,
0,77034,,,,,,,0.176647,,,,
1,73910,,,,,,,0.189942,,,,
2,72035,,,,,,,0.200347,,,,
3,70784,,,,,,,0.211676,,,,
4,69891,,,,,,,0.22185,,,,
5,69222,,,,,,,0.234798,,,,
0,66589,,,,,,,,0.176647,,,
1,63465,,,,,,,,0.189942,,,
2,61590,,,,,,,,0.200347,,,
3,60339,,,,,,,,0.211676,,,
4,59446,,,,,,,,0.22185,,,
5,58777,,,,,,,,0.234798,,,
0,22877,,,,,,,,,1.0,,
1,24141,,,,,,,,,1.0,,
2,25389,,,,,,,,,0.999653,,
3,26637,,,,,,,,,0.999653,,
4,27885,,,,,,,,,0.999653,,
5,29133,,,,,,,,,0.999653,,
6,30381,,,,,,,,,0.999538,,
7,31629,,,,,,,,,0.999538,,
8,32885,,,,,,,,,0.999538,,
0,22877,,,,,,,,,,1.0,
0,127662,,,,,,,,,,,0.0
