,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,Layered CHaREQ h=14 b=5,Layered CHaREQ h=14 b=6,SuRF Real,SuRF Base,FST
0,12534,0.0634,,,,,,,,,,
1,25034,0.0039,,,,,,,,,,
2,37534,0.0004,,,,,,,,,,
3,50034,0.0,,,,,,,,,,
4,62534,0.0,,,,,,,,,,
5,75034,0.0001,,,,,,,,,,
6,87534,0.0,,,,,,,,,,
7,100034,0.0,,,,,,,,,,
0,53317,,0.9877,,,,,,,,,
1,79887,,0.9018,,,,,,,,,
2,106455,,0.553,,,,,,,,,
3,133019,,0.0603,,,,,,,,,
4,159583,,0.0113,,,,,,,,,
5,186145,,0.005,,,,,,,,,
0,127694,,,0.0,,,,,,,,
1,114478,,,0.0,,,,,,,,
2,84665,,,0.0,,,,,,,,
3,71513,,,0.0,,,,,,,,
4,46255,,,0.0,,,,,,,,
5,28460,,,0.0,,,,,,,,
6,24751,,,0.0,,,,,,,,
7,23008,,,0.0,,,,,,,,
8,22934,,,0.0,,,,,,,,
9,22925,,,0.0012,,,,,,,,
10,22925,,,0.0012,,,,,,,,
0,22925,,,,0.0012,,,,,,,
1,22925,,,,0.0012,,,,,,,
2,22929,,,,0.0012,,,,,,,
3,22961,,,,0.0012,,,,,,,
4,23081,,,,0.0012,,,,,,,
5,23849,,,,0.0012,,,,,,,
6,27101,,,,0.0012,,,,,,,
7,38091,,,,0.0012,,,,,,,
8,60090,,,,0.0012,,,,,,,
9,91884,,,,0.0012,,,,,,,
10,112970,,,,0.0012,,,,,,,
11,122940,,,,0.0012,,,,,,,
12,126206,,,,0.0012,,,,,,,
13,126926,,,,0.0012,,,,,,,
14,127694,,,,0.0,,,,,,,
0,97923,,,,,0.0,,,,,,
1,94799,,,,,0.0,,,,,,
2,92924,,,,,0.0,,,,,,
3,91673,,,,,0.0,,,,,,
4,90780,,,,,0.0,,,,,,
5,90111,,,,,0.0,,,,,,
0,87478,,,,,,0.0,,,,,
1,84354,,,,,,0.0,,,,,
2,82479,,,,,,0.0,,,,,
3,81228,,,,,,0.0,,,,,
4,80335,,,,,,0.0,,,,,
5,79666,,,,,,0.0,,,,,
0,77034,,,,,,,0.0004,,,,
1,73910,,,,,,,0.0004,,,,
2,72035,,,,,,,0.0004,,,,
3,70784,,,,,,,0.0004,,,,
4,69891,,,,,,,0.0004,,,,
5,69222,,,,,,,0.0004,,,,
0,66589,,,,,,,,0.0017,,,
1,63465,,,,,,,,0.0017,,,
2,61590,,,,,,,,0.0017,,,
3,60339,,,,,,,,0.0017,,,
4,59446,,,,,,,,0.0017,,,
5,58777,,,,,,,,0.0017,,,
0,22877,,,,,,,,,0.0012,,
1,24141,,,,,,,,,0.0012,,
2,25389,,,,,,,,,0.0007,,
3,26637,,,,,,,,,0.0006,,
4,27885,,,,,,,,,0.0004,,
5,29133,,,,,,,,,0.0002,,
6,30381,,,,,,,,,0.0001,,
7,31629,,,,,,,,,0.0001,,
8,32885,,,,,,,,,0.0,,
0,22877,,,,,,,,,,0.0012,
0,127662,,,,,,,,,,,0.0
